# Created by: riboviz
# Date: 2025-11-20 22:00:12.657421
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/collate_tpms.R
# Version: commit 45514cc565e3cdbb4e44ca919964ab8b8e1ee045 date 2025-10-13 22:13:08 GMT
ORF	OTTR_P1_2
YPL158C	32.2
YPL159C	37.4
YPL160W	469.2
YPL161C	25.8
YPL162C	23.7
YPL163C	267.4
YPL164C	4.6
YPL165C	1.3
YPL166W	19.8
YPL167C	1.5
YPL168W	11.2
YPL169C	62
YPL170W	49.1
YPL171C	0.4
YPL172C	24.4
YPL173W	51.4
YPL174C	4.1
YPL175W	15.9
YPL176C	35.1
YPL177C	59
YPL178W	157.5
YPL179W	36
YPL180W	18.5
YPL181W	22.7
YPL183C	38.1
YPL183W-A	86.9
YPL184C	69.9
YPL186C	2.3
YPL187W	0.6
YPL188W	34.7
YPL189C-A	30.7
YPL189W	1.8
YPL190C	67
YPL191C	21.1
YPL192C	0.7
YPL193W	15.9
YPL194W	9.9
YPL195W	67.1
YPL196W	33.5
YPL198W	2397.6
YPL199C	118.8
YPL200W	0.4
YPL201C	0.4
YPL202C	31.3
YPL203W	43.2
YPL204W	72
YPL206C	97.7
YPL207W	45.8
YPL208W	39.1
YPL209C	10.4
YPL210C	123
YPL211W	255.2
YPL212C	65.4
YPL213W	25.8
YPL214C	14.6
YPL215W	70.3
YPL216W	4.8
YPL217C	50.9
YPL218W	698
YPL219W	12.9
YPL220W	3143.7
YPL221W	48.7
YPL222W	5.4
YPL223C	3.4
YPL224C	25.6
YPL225W	611.2
YPL226W	248.6
YPL227C	78.2
YPL228W	52.2
YPL229W	18.9
YPL230W	1.8
YPL231W	408.4
YPL232W	72.9
YPL233W	22.2
YPL234C	486.6
YPL235W	129.5
YPL236C	13.5
YPL237W	337.1
YPL239W	119.8
YPL240C	1072.6
YPL241C	33.7
YPL242C	21.9
YPL243W	109.7
YPL244C	27.4
YPL245W	23.4
YPL246C	148.1
YPL247C	10.5
YPL248C	0.1
YPL249C	30.2
YPL249C-A	1906
YPL250C	61.5
YPL252C	65.7
YPL253C	18.6
YPL254W	28
YPL255W	12.9
YPL256C	77.5
YPL257W	14.7
YPL258C	1
YPL259C	59.3
YPL260W	107.6
YPL262W	178.3
YPL263C	61.3
YPL264C	10.1
YPL265W	261.8
YPL266W	100.2
YPL267W	40.9
YPL268W	7.2
YPL269W	6.5
YPL270W	30.2
YPL271W	457.6
YPL272C	24.7
YPL273W	225.8
YPL274W	55.3
YPL277C	5.7
YPL278C	8.8
YPL279C	25.6
YPL280W	1.7
YPL281C	1.1
YPL282C	13.6
YPL283C	1.5
YPR001W	1.6
YPR002W	11.3
YPR003C	16.6
YPR004C	123.3
YPR005C	2.2
YPR006C	10.8
YPR007C	0.3
YPR008W	22
YPR009W	15.3
YPR010C	161.9
YPR010C-A	79.8
YPR011C	16
YPR013C	6.5
YPR015C	5.1
YPR016C	315.2
YPR017C	38.3
YPR018W	18.1
YPR019W	38.4
YPR020W	116.4
YPR021C	12.7
YPR022C	15.9
YPR023C	43.3
YPR024W	85.7
YPR025C	27.2
YPR026W	6.6
YPR027C	0.6
YPR028W	724.1
YPR029C	66
YPR030W	1.1
YPR031W	12.9
YPR032W	24.3
YPR033C	321.5
YPR034W	48.5
YPR035W	605.2
YPR036W	324.6
YPR036W-A	1011.2
YPR037C	52.9
YPR040W	29.9
YPR041W	334.4
YPR042C	30.4
YPR043W	2604.3
YPR045C	47
YPR046W	23
YPR047W	23.9
YPR048W	29.9
YPR049C	12.8
YPR051W	66.6
YPR052C	455.3
YPR054W	0.6
YPR055W	36.3
YPR056W	40.8
YPR057W	16.2
YPR058W	56.2
YPR060C	123
YPR061C	5.9
YPR062W	215.5
YPR063C	260.2
YPR065W	46
YPR066W	15.7
YPR067W	40
YPR068C	21.2
YPR069C	705.5
YPR070W	28.6
YPR071W	14.8
YPR072W	103.6
YPR073C	278.1
YPR074C	741.4
YPR075C	61.1
YPR078C	0.3
YPR079W	33.5
YPR080W	7759.6
YPR081C	13.9
YPR082C	34.9
YPR083W	9.8
YPR084W	12.8
YPR085C	8.3
YPR086W	56.2
YPR088C	170.4
YPR089W	39.7
YPR091C	58
YPR093C	10
YPR094W	53.7
YPR095C	10
YPR096C	2.8
YPR097W	48.6
YPR098C	101.3
YPR100W	102.7
YPR101W	44.8
YPR102C	2785.9
YPR103W	290.6
YPR104C	17
YPR105C	27.3
YPR106W	35.6
YPR107C	38.7
YPR108W	259.3
YPR108W-A	5.1
YPR109W	21.2
YPR110C	271
YPR111W	17.9
YPR112C	43.9
YPR113W	270.1
YPR114W	121.9
YPR115W	11.7
YPR116W	8.9
YPR117W	1.8
YPR118W	146.8
YPR119W	51.4
YPR120C	16.8
YPR121W	0.9
YPR122W	14.3
YPR124W	305.4
YPR125W	51.2
YPR127W	30.1
YPR128C	63.8
YPR129W	116.8
YPR131C	63.7
YPR132W	2567.3
YPR133C	74.7
YPR133W-A	339.3
YPR134W	15.3
YPR135W	29.7
YPR137W	47.4
YPR138C	24.6
YPR139C	57.2
YPR140W	32.9
YPR141C	21.4
YPR143W	60.8
YPR144C	52.2
YPR145C-A	27.9
YPR145W	578.5
YPR147C	70.9
YPR148C	106.1
YPR149W	1010.6
YPR151C	0.8
YPR152C	9.7
YPR153W	12.6
YPR154W	113
YPR155C	22.7
YPR156C	49
YPR157W	2.5
YPR158W	36.8
YPR159C-A	0.7
YPR159W	155.9
YPR160W	5.7
YPR161C	36.8
YPR162C	26.1
YPR163C	382.8
YPR164W	18.6
YPR165W	565.5
YPR166C	238.6
YPR167C	14.5
YPR168W	26.4
YPR169W	45.6
YPR170W-B	394.8
YPR171W	29.1
YPR172W	95.6
YPR173C	50.3
YPR174C	23
YPR175W	21.4
YPR176C	49
YPR178W	16.3
YPR179C	21.8
YPR180W	53.7
YPR181C	233.8
YPR182W	65.7
YPR183W	246.3
YPR184W	6.4
YPR185W	14.6
YPR186C	12.3
YPR187W	222.3
YPR188C	62.6
YPR189W	45.7
YPR190C	43.3
YPR191W	84.3
YPR192W	0.3
YPR193C	0.4
YPR194C	0.4
YPR196W	3.7
YPR198W	57.8
YPR199C	11.9
YPR200C	3
YPR201W	1.9
YPR202W	7.8
YPR203W	5.9
YPR204W	0.2
