# Created by: riboviz
# Date: 2025-10-03 21:18:20.670599
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/collate_tpms.R
# Version: commit c69a18f5feba3740b5dc9c6bee1fcb94cf3a0b6c date 2025-09-09 22:52:57 GMT
ORF	OTTR_P1_1
YIR018C-A	1.4
YIR018W	16.7
YIR019C	0.5
YIR020C	0
YIR021W	21.2
YIR021W-A	140.8
YIR022W	153.1
YIR023W	15.2
YIR024C	32.9
YIR025W	10.3
YIR026C	55.6
YIR027C	1.1
YIR028W	0.9
YIR029W	2.1
YIR030C	13.1
YIR031C	2.6
YIR032C	2.2
YIR033W	46.2
YIR034C	82
YIR035C	22.2
YIR036C	45
YIR037W	305.8
YIR038C	128
YIR039C	5.9
YIR041W	10.4
YIR042C	4.5
YJL001W	336.1
YJL002C	284.2
YJL003W	52.6
YJL004C	71.7
YJL005W	18.4
YJL006C	30.7
YJL008C	287.9
YJL010C	60.7
YJL011C	48.5
YJL012C	355.5
YJL013C	29.9
YJL014W	243.2
YJL016W	11
YJL019W	17
YJL020C	76.1
YJL023C	7
YJL024C	73.6
YJL025W	6.5
YJL026W	547.6
YJL027C	0.5
YJL028W	0
YJL029C	23
YJL030W	47
YJL031C	46.5
YJL033W	43
YJL034W	793.6
YJL035C	14.8
YJL036W	35.8
YJL037W	0.9
YJL038C	1.2
YJL039C	56.7
YJL041W	103.7
YJL042W	23.6
YJL043W	0
YJL044C	37.5
YJL045W	0.8
YJL046W	20.9
YJL047C	12.3
YJL047C-A	2.1
YJL048C	10
YJL049W	20
YJL050W	74.6
YJL051W	15.3
YJL052C-A	0
YJL052W	2047.1
YJL053W	42.6
YJL054W	55.2
YJL055W	128
YJL056C	4.9
YJL057C	11.5
YJL058C	9
YJL059W	22.4
YJL060W	98.9
YJL061W	52
YJL062W	41.6
YJL062W-A	125
YJL063C	70.8
YJL065C	44
YJL066C	46.2
YJL068C	98.2
YJL069C	48.3
YJL070C	12.7
YJL071W	10.9
YJL072C	31.7
YJL073W	23
YJL074C	28.4
YJL076W	55.7
YJL077C	0
YJL077W-A	13.1
YJL077W-B	3.4
YJL078C	66.5
YJL079C	108.4
YJL080C	304.7
YJL081C	54.5
YJL082W	43.5
YJL083W	6.5
YJL084C	20.3
YJL085W	23.4
YJL087C	24.2
YJL088W	11.5
YJL089W	0.8
YJL090C	6.5
YJL091C	58.3
YJL092W	15.4
YJL093C	8.5
YJL094C	33.7
YJL095W	11.1
YJL096W	129.9
YJL097W	282.1
YJL098W	26.6
YJL099W	16.8
YJL100W	4.7
YJL101C	50.5
YJL102W	16.2
YJL103C	2.5
YJL104W	162.7
YJL105W	6.6
YJL106W	0.4
YJL107C	5.1
YJL108C	1.4
YJL109C	80.6
YJL110C	22.5
YJL111W	202.5
YJL112W	19.7
YJL115W	55.5
YJL116C	7.3
YJL117W	223.5
YJL118W	6.9
YJL121C	224.3
YJL122W	91.9
YJL123C	102.2
YJL124C	178.6
YJL125C	42.5
YJL126W	15.4
YJL127C	12.6
YJL127C-B	34.6
YJL128C	35.4
YJL129C	13
YJL130C	221.7
YJL131C	15
YJL132W	8
YJL133C-A	107.5
YJL133W	23.6
YJL134W	56.3
YJL136C	2217.1
YJL136W-A	0
YJL137C	16.4
YJL138C	2167.3
YJL139C	15.5
YJL140W	95.4
YJL141C	16.6
YJL143W	174.4
YJL144W	15.9
YJL145W	147.8
YJL146W	21.5
YJL147C	12.3
YJL148W	149.8
YJL149W	28.9
YJL151C	236.9
YJL153C	1.2
YJL154C	57.1
YJL155C	22
YJL156C	19.6
YJL157C	38.2
YJL158C	1497.4
YJL159W	1386
YJL160C	1.1
YJL161W	7
YJL162C	9
YJL163C	10.3
YJL164C	38.7
YJL165C	20
YJL166W	210.1
YJL167W	534.3
YJL168C	25.8
YJL170C	7.9
YJL171C	225.1
YJL172W	273.2
YJL173C	222.9
YJL174W	215.2
YJL176C	32.4
YJL177W	1536.9
YJL178C	124.4
YJL179W	146.2
YJL180C	37.4
YJL181W	16.3
YJL183W	116.9
YJL184W	52.2
YJL185C	9.6
YJL186W	117.9
YJL187C	10.9
YJL189W	3624.4
YJL190C	2887
YJL191W	974.8
YJL192C	194.3
YJL193W	25.3
YJL194W	21.6
YJL196C	201.8
YJL197W	26.1
YJL198W	44.5
YJL200C	73.8
YJL201W	32.1
YJL203W	25.6
YJL204C	27.4
YJL205C	50.8
YJL206C	7.4
YJL207C	29.8
YJL208C	61.8
YJL209W	8.6
YJL210W	16.1
YJL212C	57.6
YJL213W	0.8
YJL214W	2.1
YJL216C	0.8
YJL217W	267.4
YJL218W	25.3
YJL219W	1.9
YJL221C	3.6
YJL222W	10.6
YJL223C	4.6
YJL225C	1
YJR001W	67.7
YJR002W	54.7
YJR003C	30.5
YJR004C	1.7
YJR005C-A	36.5
YJR005W	44.9
YJR006W	30.2
YJR007W	415
YJR008W	5.6
YJR009C	7184.8
YJR010C-A	134.4
YJR010W	12.4
YJR011C	31.2
YJR012C	13.6
YJR013W	52.8
YJR014W	183.4
YJR015W	133.4
YJR016C	609.5
YJR017C	71.9
YJR019C	12.8
YJR021C	6
YJR022W	32.2
YJR024C	67.9
YJR025C	58.9
YJR030C	27.1
YJR031C	28.1
YJR032W	54.9
YJR033C	19.1
YJR034W	51.5
YJR035W	6.8
YJR036C	2.6
YJR039W	5.5
YJR040W	39.9
YJR041C	35.8
YJR042W	56.9
YJR043C	37.2
YJR044C	171.8
YJR045C	1411.7
YJR046W	29.2
YJR047C	311.1
YJR048W	80.9
YJR049C	36.2
YJR050W	23.7
YJR051W	64.9
YJR052W	14.1
YJR053W	11.7
YJR054W	15.7
YJR055W	21.7
YJR056C	25.6
YJR057W	50
YJR058C	54
YJR059W	33.7
YJR060W	53.1
YJR061W	2.9
YJR062C	22.5
YJR063W	150
YJR064W	286.2
YJR065C	225.2
YJR066W	14.9
YJR067C	34.9
YJR068W	73.6
YJR069C	176.8
YJR070C	269.7
YJR072C	108.2
YJR073C	64.2
YJR074W	38
YJR075W	150.4
YJR076C	98.7
YJR077C	249.5
YJR078W	2.4
YJR079W	2.3
YJR080C	50.1
YJR082C	38.2
YJR083C	24
YJR084W	15.4
YJR085C	244.1
YJR086W	166.7
YJR088C	177.5
YJR089W	11.8
YJR090C	23.3
YJR091C	29.6
YJR092W	36.5
YJR093C	33
YJR094C	12.4
YJR094W-A	1878.2
YJR095W	0.5
YJR096W	29.2
YJR097W	25
YJR098C	5.8
YJR099W	56.2
YJR100C	23.8
YJR101W	94.5
YJR102C	24
YJR103W	31.9
YJR104C	1150
YJR105W	510.1
YJR106W	13.4
YJR107W	1.1
YJR108W	1.2
YJR109C	88
YJR110W	12.3
YJR111C	24.1
YJR112W	29.7
YJR112W-A	20.6
YJR113C	49.3
YJR115W	0.4
YJR116W	27.9
YJR117W	230.4
YJR118C	194.6
YJR119C	8.3
YJR120W	91.7
YJR121W	434.2
YJR122W	15.2
YJR123W	3563.1
YJR124C	40.9
YJR125C	113.6
YJR126C	34.7
YJR127C	8.2
YJR129C	14.5
YJR130C	13.1
YJR131W	37.3
YJR132W	45.4
YJR133W	77.5
YJR134C	24.5
YJR135C	12.2
YJR135W-A	256
YJR136C	12.5
YJR137C	18.2
YJR138W	15
YJR139C	888.4
YJR140C	20.1
YJR141W	13.9
YJR142W	77.5
YJR143C	218.6
YJR144W	79.8
YJR145C	3155.3
YJR146W	8.1
YJR147W	12.9
YJR148W	485.9
YJR149W	1.6
YJR150C	119.3
YJR151C	9.2
YJR151W-A	1.3
YJR152W	0.6
YJR153W	1.2
YJR154W	2.3
YJR155W	1.2
YJR156C	2.1
YJR158W	0.5
YJR159W	2.7
YJR160C	1
YJR161C	37.1
YKL001C	64.4
YKL002W	52.4
YKL003C	102.4
YKL004W	110.2
YKL005C	12.3
YKL006C-A	56.4
YKL006W	2609.2
YKL007W	175.5
YKL008C	264.8
YKL009W	246.3
YKL010C	35.2
YKL011C	15.8
YKL012W	17.3
YKL013C	264.4
YKL014C	51.3
YKL015W	13.3
YKL016C	179.8
YKL017C	14.7
YKL018C-A	27
YKL018W	49.9
YKL019W	46.3
YKL020C	25
YKL021C	73.8
YKL022C	23.5
YKL023C-A	130.9
YKL023W	21.8
YKL024C	191.6
YKL025C	45.5
YKL026C	3.6
YKL027W	40.6
YKL028W	35.2
YKL029C	86.6
YKL032C	56.2
YKL033W	11.1
YKL033W-A	217.5
YKL034W	30.5
YKL035W	309.4
YKL037W	55.4
YKL038W	11.9
YKL039W	174.6
YKL040C	101.5
YKL041W	56.1
YKL042W	38.4
YKL043W	30.2
YKL044W	17.3
YKL045W	37.7
YKL046C	128
YKL047W	32.5
YKL048C	11.4
YKL049C	37
YKL050C	0.6
YKL051W	36.2
YKL052C	26.3
YKL053C-A	133.5
YKL054C	261.2
YKL055C	6.2
YKL056C	2537
YKL057C	58.2
YKL058W	90.1
YKL059C	23
YKL060C	7344.7
YKL061W	27.6
YKL062W	13.7
YKL063C	114.3
YKL064W	16.7
YKL065C	246.8
YKL065W-A	1.9
YKL067W	359
YKL068W	37.4
YKL068W-A	77
YKL069W	89
YKL070W	0.2
YKL071W	5.5
YKL072W	18.5
YKL073W	68.1
YKL074C	19.4
YKL075C	21.3
YKL077W	236.7
YKL078W	14.2
YKL079W	26.8
YKL080W	478.1
YKL081W	1729.3
YKL082C	50.9
YKL084W	84.8
YKL085W	156.1
YKL086W	4.6
YKL087C	47.3
YKL088W	27.7
YKL089W	13.3
YKL090W	10.7
YKL091C	28.1
YKL092C	19.5
YKL093W	0.9
YKL094W	79.2
YKL095W	11.6
YKL096C-B	0.6
YKL096W	378.2
YKL096W-A	2096.3
YKL098W	8.3
YKL099C	68.4
YKL100C	102.6
YKL101W	27.9
YKL103C	94.4
YKL104C	194
YKL105C	14.3
YKL106C-A	0
YKL106W	40.5
YKL107W	1.5
YKL108W	13.7
YKL109W	6.5
YKL110C	64.6
YKL112W	63.2
YKL113C	59.3
YKL114C	67.3
YKL116C	16.5
YKL117W	764.7
YKL119C	67.1
YKL120W	157.6
YKL121W	5.6
YKL122C	162
YKL124W	14.8
YKL125W	29.9
YKL126W	89.2
YKL127W	139.1
YKL128C	98.9
YKL129C	28.1
YKL130C	75.5
YKL132C	2.3
YKL133C	5.1
YKL134C	15.4
YKL135C	43.9
YKL137W	139
YKL138C	133.2
YKL138C-A	82.2
YKL139W	23.7
YKL140W	66
YKL141W	132.4
YKL142W	256
YKL143W	50.3
YKL144C	69.4
YKL145W	267.8
YKL146W	28.1
YKL148C	18.5
YKL149C	18
YKL150W	96.6
YKL151C	33.6
YKL152C	6319.6
YKL154W	89.5
YKL155C	20
YKL156W	1181.8
YKL157W	156.3
YKL159C	17.9
YKL160W	138.6
YKL161C	2
YKL162C	8.3
YKL163W	89
YKL164C	902.5
YKL165C	72.9
YKL166C	36.4
YKL167C	94.3
YKL168C	9.9
YKL170W	92.7
YKL171W	7.1
YKL172W	121
YKL173W	23.8
YKL174C	37.7
YKL175W	111.4
YKL176C	11.7
YKL178C	2.4
YKL179C	50.2
YKL180W	2459.5
YKL181W	200
YKL182W	497.2
YKL183C-A	1.9
YKL183W	28.1
YKL184W	138.4
YKL185W	72.4
YKL186C	74.9
YKL187C	0.5
YKL188C	1.1
YKL189W	23.9
YKL190W	146.5
YKL191W	39.9
YKL192C	487
YKL193C	81.9
YKL194C	24.1
YKL195W	147.6
YKL196C	285.1
YKL197C	13.8
YKL198C	8.7
YKL201C	3.2
YKL203C	16.8
YKL204W	50.7
YKL205W	51.3
YKL206C	54.5
YKL207W	197.1
YKL208W	16.4
YKL209C	80.4
YKL210W	418
YKL211C	122
YKL212W	192.5
YKL213C	49.3
YKL214C	68.8
YKL215C	34.3
YKL216W	587.5
YKL217W	1.2
YKL218C	11.7
YKL219W	31.2
YKL220C	5.1
YKL221W	0.5
YKL222C	3.5
YKL224C	6.9
YKR001C	254.7
YKR002W	39.3
YKR003W	62.7
YKR004C	12.7
YKR005C	1.1
YKR006C	95
YKR007W	60.8
YKR008W	79.3
YKR009C	3
YKR010C	11.2
YKR011C	68
YKR013W	225.9
YKR014C	179.7
YKR015C	0.4
YKR016W	47.7
YKR017C	10.6
YKR018C	104.4
YKR019C	7.2
YKR020W	44.7
YKR021W	13
YKR022C	11.7
YKR023W	14.7
YKR024C	27.3
YKR025W	55.1
YKR026C	91.7
YKR027W	17.5
YKR028W	37.8
YKR029C	20.5
YKR030W	64.1
YKR031C	18.5
YKR034W	1.6
YKR035W-A	84.6
YKR036C	12.9
YKR037C	31.5
YKR038C	50.8
YKR039W	18.7
YKR041W	0.8
YKR042W	793.7
YKR043C	191.6
YKR044W	12.2
YKR045C	12.5
YKR046C	30.6
YKR048C	128.8
YKR049C	35.9
YKR050W	2.1
YKR051W	16.7
YKR052C	49.2
YKR053C	14.3
YKR054C	8.4
YKR055W	22.6
YKR056W	41.8
YKR057W	1734.9
YKR058W	2.5
YKR059W	2210.8
YKR060W	40.1
YKR061W	4.2
YKR062W	52.6
YKR063C	14.8
YKR064W	10.4
YKR065C	192.2
YKR066C	92.4
YKR067W	53.7
YKR068C	95.6
YKR069W	5.2
YKR070W	70.1
YKR071C	113.4
YKR072C	41.3
YKR074W	158.7
YKR075C	9.1
YKR076W	27.4
YKR077W	28.4
YKR078W	13.4
YKR079C	25.2
YKR080W	85.5
YKR081C	147.7
YKR082W	60.6
YKR083C	39.2
YKR084C	78.3
YKR085C	80.3
YKR086W	9.8
YKR087C	35.7
YKR088C	86.5
YKR089C	21.8
YKR090W	22.7
YKR091W	16.7
YKR092C	106.6
YKR093W	223.6
YKR094C	2532.4
YKR095W	36.7
YKR095W-A	55.7
YKR096W	15.3
YKR097W	1.3
YKR098C	5.8
YKR099W	11.4
YKR100C	40.2
YKR101W	7.5
YKR102W	1
YKR103W	1.5
YKR104W	1.2
YKR105C	1.1
YKR106W	1.1
YLL001W	62.9
YLL002W	15.1
YLL003W	5.3
YLL004W	24.2
YLL005C	0.2
YLL006W	31.3
YLL006W-A	17.9
YLL007C	12.3
YLL008W	61.4
YLL009C	239.3
YLL010C	32.9
YLL011W	53
YLL012W	27.1
YLL013C	60.7
YLL014W	188.8
YLL015W	29
YLL018C	398.1
YLL018C-A	21.8
YLL019C	16.7
YLL021W	42.9
YLL022C	24.2
YLL023C	109.6
YLL024C	4604.2
YLL025W	14.5
YLL026W	300
YLL027W	24.5
YLL028W	41.1
YLL029W	54.5
YLL031C	54.2
YLL032C	25.8
YLL033W	9
YLL034C	41
YLL035W	13.6
YLL036C	35.4
YLL038C	14.5
YLL039C	316.8
YLL040C	36.8
YLL041C	32.3
YLL042C	3.6
YLL043W	44.8
YLL045C	2466.9
YLL046C	0.6
YLL048C	92.1
YLL049W	25.1
YLL050C	1447.1
YLL051C	39.8
YLL052C	2
YLL053C	1.5
YLL054C	7.9
YLL055W	4.6
YLL056C	1.7
YLL057C	0.7
YLL058W	29.5
YLL060C	7.7
YLL061W	18.5
YLL062C	14.7
YLL063C	5.5
YLL064C	6.7
YLL066C	0.1
YLL066W-B	20.6
YLL067C	0.2
YLR001C	22.5
YLR002C	48.1
YLR003C	72.6
YLR004C	2.4
YLR005W	26.2
YLR006C	12.8
YLR007W	13.6
YLR008C	110.5
YLR009W	173.3
YLR010C	37
YLR011W	19.5
YLR012C	1.1
YLR013W	0
YLR014C	5.2
YLR015W	17.1
YLR016C	13.6
YLR017W	121.8
YLR018C	50.7
YLR019W	36.5
YLR020C	37.6
YLR021W	47.1
YLR022C	63.3
YLR023C	23.1
YLR024C	15.7
YLR025W	86.8
YLR026C	53
YLR027C	519.9
YLR028C	161.2
YLR029C	3249.5
YLR030W	1.2
YLR031W	1.4
YLR032W	11.7
YLR033W	58
YLR034C	184.6
YLR035C	7.4
YLR036C	33.6
YLR037C	7.1
YLR038C	143
YLR039C	25.1
YLR040C	21.8
YLR042C	23.4
YLR043C	1096.6
YLR044C	7551.9
YLR045C	29.7
YLR046C	2.5
YLR047C	20
YLR048W	2069.1
YLR049C	49.4
YLR050C	93.6
YLR051C	42.3
YLR052W	33.1
YLR053C	0.3
YLR054C	1.2
YLR055C	22.4
YLR056W	725.6
YLR057W	20
YLR058C	653
YLR059C	46.8
YLR060W	393.8
YLR061W	2430.6
YLR063W	104.8
YLR064W	116.4
YLR065C	121.4
YLR066W	203
YLR067C	9.5
YLR068W	32.3
YLR069C	40.7
YLR070C	7.6
YLR071C	33
YLR072W	18.8
YLR073C	27.7
YLR074C	86.4
YLR075W	3415.3
YLR077W	21.3
YLR078C	55.5
YLR079W	47.7
YLR080W	11
YLR081W	0.7
YLR082C	15
YLR083C	179.9
YLR084C	37.3
YLR085C	20.8
YLR086W	16.9
YLR087C	9
YLR088W	78.1
YLR089C	113
YLR090W	27.2
YLR091W	9
YLR092W	3.2
YLR093C	97.8
YLR094C	25.1
YLR095C	26.1
YLR096W	23.1
YLR097C	16.4
YLR098C	8.1
YLR099C	36.9
YLR099W-A	42.2
YLR100W	205.7
YLR102C	19.4
YLR103C	15.7
YLR104W	58.4
YLR105C	11.1
YLR106C	37.8
YLR107W	24.3
YLR108C	40.4
YLR109W	4549.7
YLR110C	5591
YLR113W	118.8
YLR114C	35
YLR115W	21.1
YLR116W	17
YLR117C	20.8
YLR118C	95.7
YLR119W	26.3
YLR120C	75.5
YLR121C	15.4
YLR125W	2.2
YLR126C	78.4
YLR127C	10.4
YLR128W	18.1
YLR129W	49
YLR130C	18.1
YLR131C	18.2
YLR132C	14.9
YLR133W	30.8
YLR134W	245.6
YLR135W	6.3
YLR136C	193.9
YLR137W	9.6
YLR138W	36.3
YLR139C	12.3
YLR141W	5.2
YLR142W	7.4
YLR143W	31.3
YLR144C	29
YLR145W	20.5
YLR146C	44.1
YLR146W-A	44
YLR147C	58.1
YLR148W	29.6
YLR149C	8.8
YLR150W	1921
YLR151C	13.9
YLR152C	6
YLR153C	376.4
YLR154C	52.3
YLR154C-G	12.1
YLR154C-H	50.3
YLR154W-C	0
YLR155C	6.7
YLR156C-A	0
YLR156W	3.2
YLR157C	6.9
YLR157C-C	18.2
YLR157W-D	44.7
YLR157W-E	101.4
YLR158C	7.8
YLR159C-A	0.7
YLR159W	2.6
YLR160C	8.8
YLR161W	7
YLR162W	6.5
YLR162W-A	0.5
YLR163C	74.2
YLR164W	3.8
YLR165C	8.6
YLR166C	42.2
YLR167W	3111.4
YLR168C	15.2
YLR170C	105.4
YLR172C	185.5
YLR173W	11.3
YLR174W	1.1
YLR175W	398.2
YLR176C	12.2
YLR177W	9
YLR178C	30.1
YLR179C	259.9
YLR180W	491.4
YLR181C	44.2
YLR182W	29.1
YLR183C	42.5
YLR185W	2150.9
YLR186W	118.2
YLR187W	21.3
YLR188W	22.5
YLR189C	13.1
YLR190W	36.6
YLR191W	26.6
YLR192C	316.4
YLR193C	45.2
YLR194C	58.6
YLR195C	96.7
YLR196W	106.4
YLR197W	553.3
YLR199C	69.3
YLR200W	148.3
YLR201C	79.5
YLR203C	85.1
YLR204W	51.6
YLR205C	9.5
YLR206W	50.6
YLR207W	30
YLR208W	244.1
YLR209C	50.5
YLR210W	16.8
YLR211C	13.9
YLR212C	34
YLR213C	3.8
YLR214W	362.7
YLR215C	24.9
YLR216C	630
YLR218C	13.5
YLR219W	22
YLR220W	46.7
YLR221C	78.3
YLR222C	52.9
YLR223C	17.9
YLR224W	13.4
YLR225C	63.6
YLR226W	31.7
YLR227C	2.7
YLR228C	13.4
YLR229C	267.2
YLR231C	43.3
YLR233C	3
YLR234W	6.1
YLR237W	16.1
YLR238W	15.1
YLR239C	22.5
YLR240W	15.2
YLR241W	38.5
YLR242C	14.9
YLR243W	49.9
YLR244C	282.2
YLR245C	41.2
YLR246W	6.4
YLR247C	20.3
YLR248W	92.6
YLR249W	2464.3
YLR250W	181.2
YLR251W	9.4
YLR253W	19.1
YLR254C	21.3
YLR256W	92.8
YLR257W	103.4
YLR258W	23.3
YLR259C	1095.1
YLR260W	19.1
YLR261C	207.9
YLR262C	122.3
YLR262C-A	470.5
YLR263W	0.3
YLR264C-A	0.8
YLR264W	1013.3
YLR265C	15
YLR266C	5.9
YLR267W	4.4
YLR268W	127.9
YLR270W	89
YLR271W	6.4
YLR272C	16.5
YLR273C	4.6
YLR274W	42.6
YLR275W	59.9
YLR276C	82.7
YLR277C	25.7
YLR278C	13.7
YLR281C	3.9
YLR283W	12.3
YLR284C	10
YLR285C-A	594.5
YLR285W	126.9
YLR286C	801.8
YLR287C	66
YLR287C-A	2470.3
YLR288C	7
YLR289W	8
YLR290C	36.7
YLR291C	117.8
YLR292C	127
YLR293C	1589.6
YLR295C	187.8
YLR297W	16.3
YLR298C	31.6
YLR299W	23.8
YLR300W	523.2
YLR301W	561.9
YLR303W	0
YLR304C	910.9
YLR305C	40.2
YLR306W	18.7
YLR307C-A	2.4
YLR307W	1.2
YLR308W	0.1
YLR309C	37.3
YLR310C	28.1
YLR312C	1.6
YLR312W-A	65.2
YLR313C	5
YLR314C	177.1
YLR315W	13
YLR316C	12.4
YLR318W	2.7
YLR319C	21.2
YLR320W	2.2
YLR321C	66.4
YLR323C	12.8
YLR324W	39.6
YLR325C	2774.6
YLR326W	18.2
YLR327C	80.8
YLR328W	68.1
YLR329W	0.7
YLR330W	91.2
YLR332W	62.3
YLR333C	1627.7
YLR335W	96.4
YLR336C	24
YLR337C	33.8
YLR340W	2961.9
YLR341W	0.6
YLR342W	403.9
YLR342W-A	177
YLR343W	0.5
YLR344W	1355.1
YLR345W	25.4
YLR346C	121.4
YLR347C	105.6
YLR348C	102.9
YLR350W	80.4
YLR351C	106.8
YLR352W	15.9
YLR353W	8.5
YLR354C	805.8
YLR355C	2075.2
YLR356W	48
YLR357W	29.7
YLR358C	0.6
YLR359W	361.4
YLR360W	16.4
YLR361C	26.1
YLR361C-A	52
YLR362W	18
YLR363C	62.7
YLR363W-A	82.4
YLR364W	28.2
YLR367W	679.7
YLR368W	18.6
YLR369W	28.1
YLR370C	262.8
YLR371W	16.8
YLR372W	508.1
YLR373C	27.6
YLR375W	17.4
YLR376C	8.2
YLR377C	1.1
YLR378C	323.6
YLR380W	101.2
YLR381W	9.6
YLR382C	15.5
YLR383W	10.9
YLR384C	64.2
YLR385C	17.7
YLR386W	28.9
YLR387C	75.7
YLR388W	1937.2
YLR389C	51.4
YLR390W	34.6
YLR390W-A	630.3
YLR392C	16
YLR393W	16.8
YLR394W	3.2
YLR395C	184.4
YLR396C	24.3
YLR397C	26.8
YLR398C	48.3
YLR399C	60.2
YLR401C	29
YLR403W	33.3
YLR404W	23.8
YLR405W	21.7
YLR406C	1058.6
YLR406C-A	0.6
YLR407W	34.9
YLR408C	38.2
YLR409C	50.7
YLR410W	62.8
YLR411W	25.9
YLR412C-A	0.5
YLR412W	25.8
YLR413W	421.6
YLR414C	86.1
YLR415C	40.1
YLR417W	11.6
YLR418C	58.3
YLR419W	20
YLR420W	234.5
YLR421C	209.7
YLR422W	13.2
YLR423C	11
YLR424W	12.2
YLR425W	8.4
YLR426W	16.8
YLR427W	20
YLR429W	120.1
YLR430W	20.5
YLR431C	7
YLR432W	566.5
YLR433C	32.8
YLR435W	89.6
YLR436C	21.7
YLR437C	62.1
YLR438C-A	101.7
YLR438W	153.9
YLR439W	35.6
YLR440C	31.2
YLR441C	2452.5
YLR442C	16.1
YLR443W	16.7
YLR445W	1
YLR446W	7
YLR447C	590.6
YLR448W	1750.4
YLR449W	216.7
YLR450W	48.1
YLR451W	12.5
YLR452C	46.7
YLR453C	5.3
YLR454W	24.2
YLR455W	35.1
YLR456W	17.9
YLR457C	6.8
YLR459W	82.5
YLR460C	5.6
YLR461W	1.5
YLR462W	0.6
YLR464W	0.2
YLR466W	0.7
YLR467W	1.7
YML001W	331.9
YML002W	1.3
YML003W	7.2
YML004C	215.3
YML005W	14
YML006C	17
YML007C-A	187.5
YML007W	67.4
YML008C	589.3
YML009C	134.6
YML010W	109.4
YML011C	18.5
YML012W	334.7
YML013W	42.7
YML014W	42.4
YML015C	26.2
YML016C	36.6
YML017W	69.3
YML018C	47.6
YML019W	77.2
YML020W	11.1
YML021C	41.9
YML022W	435.3
YML023C	9.7
YML024W	2776.6
YML025C	45.6
YML026C	2432.5
YML027W	22.5
YML028W	3208.5
YML029W	23.2
YML030W	44.1
YML031W	60
YML032C	22.3
YML034W	26.3
YML035C	67
YML036W	55.6
YML037C	7.4
YML038C	69.6
YML041C	22.5
YML042W	1.7
YML043C	7
YML046W	27
YML047C	0.2
YML048W	307
YML049C	25.6
YML050W	9
YML051W	11.4
YML052W	165.4
YML053C	57.6
YML054C	0.5
YML054C-A	0.6
YML055W	114.5
YML056C	378.6
YML057W	43.9
YML058W	563.1
YML058W-A	160.9
YML059C	33.9
YML060W	29
YML061C	14.4
YML062C	23.3
YML063W	2815.8
YML064C	32.6
YML065W	19.3
YML066C	0.6
YML067C	122.4
YML068W	5.6
YML069W	135.7
YML070W	135.4
YML071C	29.7
YML072C	153.3
YML073C	2441
YML074C	292.2
YML075C	52.6
YML076C	8.3
YML077W	79.2
YML078W	468.9
YML079W	154.1
YML080W	32.3
YML081C-A	409.1
YML081W	16
YML082W	16.5
YML083C	1.5
YML085C	315.8
YML086C	185.3
YML087C	4.7
YML088W	21.1
YML091C	19
YML092C	251.7
YML093W	39.2
YML094W	114.5
YML095C	17.3
YML096W	17.1
YML097C	30.6
YML098W	34.5
YML099C	7.4
YML100W	36.3
YML100W-A	1.1
YML101C	46.8
YML102W	19
YML103C	62.6
YML104C	8.8
YML105C	98.2
YML106W	419.9
YML107C	11.4
YML108W	77
YML109W	14.7
YML110C	201.2
YML111W	33.1
YML112W	26.5
YML113W	18.6
YML114C	16.8
YML115C	76.1
YML116W	16
YML117W	30
YML118W	2.3
YML119W	20.2
YML120C	32.8
YML121W	49.7
YML123C	3.8
YML124C	163.9
YML125C	247.2
YML126C	681.8
YML127W	53.5
YML128C	12.9
YML129C	197.1
YML130C	130.1
YML131W	63.2
YML132W	82.7
YML133C	0.2
YMR001C	41.6
YMR001C-A	10.3
YMR002W	339.7
YMR003W	30.9
YMR004W	47.1
YMR005W	34.5
YMR006C	103
YMR008C	75.6
YMR009W	44.9
YMR010W	63.8
YMR011W	358.7
YMR012W	293.8
YMR013C	28.3
YMR014W	37.1
YMR015C	162.9
YMR016C	28
YMR017W	0.4
YMR018W	0.5
YMR019W	10
YMR020W	17.5
YMR021C	15.3
YMR022W	115.8
YMR023C	5.2
YMR024W	59.7
YMR025W	13.2
YMR026C	16.3
YMR027W	153.6
YMR028W	33.5
YMR029C	49.8
YMR030W	6.7
YMR030W-A	15.9
YMR031C	52.6
YMR032W	18.7
YMR033W	74.4
YMR034C	7.8
YMR035W	25.6
YMR036C	9.7
YMR037C	38.7
YMR038C	209.3
YMR039C	62.9
YMR040W	6.4
YMR041C	24.2
YMR042W	9.7
YMR043W	50.9
YMR044W	32.6
YMR047C	43.7
YMR048W	18.5
YMR049C	82.7
YMR052W	17.7
YMR053C	4.5
YMR054W	62.3
YMR055C	9.9
YMR056C	1.8
YMR058W	624.3
YMR059W	38.9
YMR060C	46.1
YMR061W	43.8
YMR062C	64
YMR063W	8.5
YMR064W	14.1
YMR065W	1
YMR066W	8.8
YMR067C	49.5
YMR068W	4.7
YMR069W	2.1
YMR070W	22.4
YMR071C	198.5
YMR072W	446.3
YMR073C	72.2
YMR074C	192
YMR075W	16.1
YMR076C	34.6
YMR077C	22.8
YMR078C	20.6
YMR079W	419.6
YMR080C	49.3
YMR081C	1.1
YMR083W	620.2
YMR084W	0.4
YMR085W	0.5
YMR086W	27
YMR087W	20
YMR088C	46.2
YMR089C	54.9
YMR090W	7.5
YMR091C	82.3
YMR092C	134.9
YMR093W	72.9
YMR094W	6.3
YMR095C	3.8
